opinion,score,sentiment,neg,neu,pos,compound,vader_sentiment
Exploring the world is exciting and rewarding. I would gladly play it again.,4.0,,0.0,0.441,0.559,0.886,positive
The sound design and music are very impressive. I would gladly play it again.,5.0,,0.0,0.567,0.433,0.8122,positive
I would confidently recommend this to others. I would gladly play it again.,4.0,,0.0,0.464,0.536,0.8555,positive
The atmosphere is immersive and kept me engaged. Definitely worth checking out if you enjoy adventure games.,5.0,,0.0,0.484,0.516,0.8957,positive
The graphics look excellent on the PS5. Definitely worth checking out if you enjoy adventure games.,4.0,,0.0,0.444,0.556,0.9153,positive
The attention to detail in the environments is remarkable. I would gladly play it again.,5.0,,0.0,0.588,0.412,0.8126,positive
The graphics look excellent on the PS5. I would gladly play it again.,4.0,,0.0,0.541,0.459,0.8176,positive
"The game feels polished and carefully crafted. Overall, a very enjoyable experience.",4.0,,0.0,0.681,0.319,0.5709,positive
I genuinely enjoyed the game from start to finish. Definitely worth checking out if you enjoy adventure games.,4.0,,0.0,0.492,0.508,0.9081,positive
The game performs well with almost no technical issues. I would gladly play it again.,4.0,,0.096,0.555,0.348,0.6115,positive
I found the characters memorable and well written. I had a great time throughout.,4.0,,0.0,0.659,0.341,0.7351,positive
Side activities feel meaningful and enjoyable. I would gladly play it again.,4.0,,0.0,0.444,0.556,0.8402,positive
"The atmosphere is immersive and kept me engaged. Overall, a very enjoyable experience.",4.0,,0.0,0.651,0.349,0.7089,positive
Controls are intuitive and easy to get used to. A wonderful example of quality in this genre.,5.0,,0.0,0.694,0.306,0.765,positive
Combat feels smooth and responsive throughout. It surpassed my expectations.,4.0,,0.186,0.62,0.194,0.0258,neutral
"The level design is thoughtful and creative. Overall, a very enjoyable experience.",5.0,,0.0,0.509,0.491,0.8268,positive
The graphics look excellent on the PS5. I had a great time throughout.,5.0,,0.0,0.585,0.415,0.8316,positive
The difficulty settings are well designed. It surpassed my expectations.,5.0,,0.192,0.64,0.168,-0.0772,negative
The sound design and music are very impressive. I had a great time throughout.,5.0,,0.0,0.609,0.391,0.8268,positive
The story is compelling and well presented. I had a great time throughout.,4.0,,0.0,0.552,0.448,0.7964,positive
The sound design and music are very impressive. It surpassed my expectations.,4.0,,0.0,0.754,0.246,0.5563,positive
The level design is thoughtful and creative. I had a great time throughout.,5.0,,0.0,0.51,0.49,0.8625,positive
Side activities feel meaningful and enjoyable. It surpassed my expectations.,4.0,,0.0,0.606,0.394,0.6369,positive
There is good replay value thanks to optional content. A wonderful example of quality in this genre.,5.0,,0.0,0.522,0.478,0.8979,positive
The game feels polished and carefully crafted. I would gladly play it again.,4.0,,0.0,0.613,0.387,0.6486,positive
The game performs well with almost no technical issues. It surpassed my expectations.,5.0,,0.127,0.733,0.14,0.0498,neutral
The atmosphere is immersive and kept me engaged. A wonderful example of quality in this genre.,5.0,,0.0,0.686,0.314,0.7506,positive
The game performs well with almost no technical issues. A wonderful example of quality in this genre.,4.0,,0.088,0.645,0.267,0.5984,positive
The game feels polished and carefully crafted. Definitely worth checking out if you enjoy adventure games.,4.0,,0.0,0.487,0.513,0.8625,positive
The game performs well with almost no technical issues. I had a great time throughout.,4.0,,0.095,0.597,0.308,0.6478,positive
The pacing of the game is balanced and satisfying. A wonderful example of quality in this genre.,4.0,,0.0,0.691,0.309,0.7717,positive
The sound design and music are very impressive. A wonderful example of quality in this genre.,4.0,,0.0,0.649,0.351,0.8204,positive
Exploring the world is exciting and rewarding. I would gladly play it again.,4.0,,0.0,0.441,0.559,0.886,positive
Exploring the world is exciting and rewarding. I would gladly play it again.,5.0,,0.0,0.441,0.559,0.886,positive
Controls are intuitive and easy to get used to. It surpassed my expectations.,4.0,,0.0,0.805,0.195,0.4404,positive
The atmosphere is immersive and kept me engaged. It surpassed my expectations.,4.0,,0.0,0.803,0.197,0.4019,positive
"The difficulty settings are well designed. Overall, a very enjoyable experience.",4.0,,0.153,0.51,0.337,0.4391,positive
"The atmosphere is immersive and kept me engaged. Overall, a very enjoyable experience.",5.0,,0.0,0.651,0.349,0.7089,positive
The game feels polished and carefully crafted. Definitely worth checking out if you enjoy adventure games.,4.0,,0.0,0.487,0.513,0.8625,positive
I would confidently recommend this to others. It surpassed my expectations.,4.0,,0.0,0.616,0.384,0.6808,positive
The pacing of the game is balanced and satisfying. I had a great time throughout.,4.0,,0.0,0.647,0.353,0.7964,positive
I found the characters memorable and well written. Definitely worth checking out if you enjoy adventure games.,4.0,,0.0,0.496,0.504,0.8807,positive
This quickly became one of my favorite PS5 releases. It surpassed my expectations.,4.0,,0.0,0.8,0.2,0.4588,positive
"This quickly became one of my favorite PS5 releases. Overall, a very enjoyable experience.",5.0,,0.0,0.66,0.34,0.7346,positive
I don’t think the game offers good value at full price. It would benefit from additional updates.,0.0,,0.0,0.628,0.372,0.8074,positive
The controls can feel awkward in several situations. It would benefit from additional updates.,2.0,,0.096,0.723,0.181,0.34,positive
"I encountered noticeable performance issues. Unfortunately, it wasn’t enjoyable for me.",2.0,,0.168,0.629,0.203,0.128,positive
The characters feel underdeveloped and lacking depth. I eventually stopped playing.,1.0,,0.15,0.709,0.142,-0.0258,neutral
The visuals are not as impressive as expected for a PS5 title. This could have been much better with more development time.,2.0,,0.106,0.781,0.113,0.0511,positive
Some encounters feel poorly balanced. I’m not sure I would recommend it right now.,0.0,,0.119,0.729,0.152,0.1376,positive
"Overall, the game feels unfinished. Unfortunately, it wasn’t enjoyable for me.",0.0,,0.168,0.629,0.203,0.128,positive
I ended up feeling disappointed with this game. I eventually stopped playing.,0.0,,0.307,0.491,0.202,-0.4019,negative
The menus and interface feel unintuitive. I’m not sure I would recommend it right now.,1.0,,0.112,0.744,0.143,0.1376,positive
The game froze or crashed more than once. This could have been much better with more development time.,0.0,,0.0,0.854,0.146,0.4404,positive
The pacing feels slow and drawn out. I eventually stopped playing.,2.0,,0.15,0.709,0.142,-0.0258,neutral
There are several bugs that affect the experience. It didn’t live up to my expectations.,2.0,,0.0,1.0,0.0,0.0,neutral
"The pacing feels slow and drawn out. Unfortunately, it wasn’t enjoyable for me.",1.0,,0.147,0.675,0.178,0.128,positive
"Overall, the game feels unfinished. It would benefit from additional updates.",0.0,,0.0,0.769,0.231,0.4588,positive
The level design can be confusing in certain areas. This could have been much better with more development time.,2.0,,0.083,0.699,0.218,0.4767,positive
Enemy variety is limited. It would benefit from additional updates.,0.0,,0.351,0.455,0.195,-0.34,negative
The pacing feels slow and drawn out. It would benefit from additional updates.,0.0,,0.0,0.8,0.2,0.4588,positive
I don’t think the game offers good value at full price. I’m not sure I would recommend it right now.,1.0,,0.076,0.621,0.303,0.7039,positive
The game froze or crashed more than once. It would benefit from additional updates.,2.0,,0.0,0.812,0.188,0.4588,positive
The level design can be confusing in certain areas. It would benefit from additional updates.,0.0,,0.1,0.632,0.268,0.4939,positive
"There are several bugs that affect the experience. Unfortunately, it wasn’t enjoyable for me.",2.0,,0.139,0.694,0.168,0.128,positive
"The pacing feels slow and drawn out. Unfortunately, it wasn’t enjoyable for me.",2.0,,0.147,0.675,0.178,0.128,positive
Enemy variety is limited. This could have been much better with more development time.,0.0,,0.28,0.57,0.15,-0.3612,negative
I ended up feeling disappointed with this game. This could have been much better with more development time.,0.0,,0.138,0.667,0.196,0.0772,positive
Loading times can be longer than expected. This could have been much better with more development time.,0.0,,0.0,0.847,0.153,0.4404,positive
The visuals are not as impressive as expected for a PS5 title. It didn’t live up to my expectations.,0.0,,0.131,0.869,0.0,-0.4023,negative
Loading times can be longer than expected. I’m not sure I would recommend it right now.,0.0,,0.106,0.758,0.135,0.1376,positive
Combat can feel stiff and unresponsive at times. It would benefit from additional updates.,0.0,,0.138,0.69,0.172,0.1531,positive
I ended up feeling disappointed with this game. I eventually stopped playing.,2.0,,0.307,0.491,0.202,-0.4019,negative
The menus and interface feel unintuitive. It didn’t live up to my expectations.,0.0,,0.0,1.0,0.0,0.0,neutral
Combat can feel stiff and unresponsive at times. This could have been much better with more development time.,1.0,,0.113,0.751,0.136,0.128,positive
The game froze or crashed more than once. It would benefit from additional updates.,2.0,,0.0,0.812,0.188,0.4588,positive
"Overall, the game feels unfinished. It would benefit from additional updates.",2.0,,0.0,0.769,0.231,0.4588,positive
The controls can feel awkward in several situations. This could have been much better with more development time.,0.0,,0.078,0.78,0.141,0.3182,positive
I ended up feeling disappointed with this game. It didn’t live up to my expectations.,2.0,,0.176,0.739,0.085,-0.3818,negative
The game froze or crashed more than once. I eventually stopped playing.,2.0,,0.139,0.73,0.131,-0.0258,neutral
The characters feel underdeveloped and lacking depth. It didn’t live up to my expectations.,2.0,,0.0,1.0,0.0,0.0,neutral
The visuals are not as impressive as expected for a PS5 title. I eventually stopped playing.,1.0,,0.237,0.67,0.093,-0.4218,negative
The pacing feels slow and drawn out. It didn’t live up to my expectations.,0.0,,0.0,1.0,0.0,0.0,neutral
Enemy variety is limited. This could have been much better with more development time.,0.0,,0.28,0.57,0.15,-0.3612,negative
Loading times can be longer than expected. I’m not sure I would recommend it right now.,0.0,,0.106,0.758,0.135,0.1376,positive
Some encounters feel poorly balanced. It didn’t live up to my expectations.,1.0,,0.0,1.0,0.0,0.0,neutral
The characters feel underdeveloped and lacking depth. I eventually stopped playing.,2.0,,0.15,0.709,0.142,-0.0258,neutral
"The voice acting feels inconsistent. Unfortunately, it wasn’t enjoyable for me.",2.0,,0.168,0.629,0.203,0.128,positive
"The visuals are not as impressive as expected for a PS5 title. Unfortunately, it wasn’t enjoyable for me.",1.0,,0.222,0.652,0.126,-0.2964,negative
Enemy variety is limited. I eventually stopped playing.,2.0,,0.557,0.305,0.137,-0.6705,negative
I encountered noticeable performance issues. It didn’t live up to my expectations.,1.0,,0.0,1.0,0.0,0.0,neutral
The voice acting feels inconsistent. I eventually stopped playing.,2.0,,0.178,0.654,0.168,-0.0258,neutral
The menus and interface feel unintuitive. I’m not sure I would recommend it right now.,1.0,,0.112,0.744,0.143,0.1376,positive
"There are several bugs that affect the experience. Unfortunately, it wasn’t enjoyable for me.",1.0,,0.139,0.694,0.168,0.128,positive
Loading times can be longer than expected. I eventually stopped playing.,0.0,,0.15,0.709,0.142,-0.0258,neutral
Optional content feels uninteresting. It would benefit from additional updates.,0.0,,0.0,0.75,0.25,0.4588,positive
The pacing feels slow and drawn out. It didn’t live up to my expectations.,1.0,,0.0,1.0,0.0,0.0,neutral
I ended up feeling disappointed with this game. I’m not sure I would recommend it right now.,0.0,,0.229,0.589,0.181,-0.2644,negative
I ended up feeling disappointed with this game. I eventually stopped playing.,0.0,,0.307,0.491,0.202,-0.4019,negative
Combat can feel stiff and unresponsive at times. It didn’t live up to my expectations.,2.0,,0.146,0.854,0.0,-0.34,negative
Enemy variety is limited. This could have been much better with more development time.,2.0,,0.28,0.57,0.15,-0.3612,negative
The game froze or crashed more than once. It would benefit from additional updates.,2.0,,0.0,0.812,0.188,0.4588,positive
The voice acting feels inconsistent. I’m not sure I would recommend it right now.,0.0,,0.119,0.729,0.152,0.1376,positive
"Overall, the game feels unfinished. It would benefit from additional updates.",0.0,,0.0,0.769,0.231,0.4588,positive
The level design can be confusing in certain areas. I’m not sure I would recommend it right now.,1.0,,0.172,0.623,0.205,0.1872,positive
The controls can feel awkward in several situations. It would benefit from additional updates.,1.0,,0.096,0.723,0.181,0.34,positive
"Overall, the game feels unfinished. Unfortunately, it wasn’t enjoyable for me.",2.0,,0.168,0.629,0.203,0.128,positive
The pacing feels slow and drawn out. It would benefit from additional updates.,2.0,,0.0,0.8,0.2,0.4588,positive
"The visuals are not as impressive as expected for a PS5 title. Unfortunately, it wasn’t enjoyable for me.",0.0,,0.222,0.652,0.126,-0.2964,negative
The voice acting feels inconsistent. This could have been much better with more development time.,2.0,,0.0,0.828,0.172,0.4404,positive
I don’t think the game offers good value at full price. This could have been much better with more development time.,0.0,,0.0,0.687,0.313,0.802,positive
The characters feel underdeveloped and lacking depth. I eventually stopped playing.,2.0,,0.15,0.709,0.142,-0.0258,neutral
"Some encounters feel poorly balanced. Unfortunately, it wasn’t enjoyable for me.",2.0,,0.168,0.629,0.203,0.128,positive
The characters feel underdeveloped and lacking depth. It would benefit from additional updates.,0.0,,0.0,0.8,0.2,0.4588,positive
